Artifact ID,Language,Content Type,Error,Retry Count,Timestamp,Recommended Action
hanging-pillar,en,audio_guide,A dynamic import callback was invoked without --experimental-vm-modules,0,2026-02-24T16:12:19.987Z,"Review error details and retry. If the issue persists, check logs for more information or contact support."
