Artifact ID,Language,Content Type,Error,Retry Count,Timestamp,Recommended Action
hanging-pillar,en,audio_guide,A dynamic import callback was invoked without --experimental-vm-modules,2,2026-02-24T14:33:46.211Z,"Review error details and retry. If the issue persists, check logs for more information or contact support."
