Timestamp,Artifact ID,Language,Content Type,Status,Duration (s),S3 Key,Error
2026-03-01T09:15:23.546Z,hanging-pillar,en,audio_guide,failed,,,A dynamic import callback was invoked without --experimental-vm-modules
2026-03-01T09:15:26.664Z,hanging-pillar,en,video,failed,,,Validation failed: Video duration too short: ~1s (min: 60s)
