Timestamp,Artifact ID,Language,Content Type,Status,Duration (s),S3 Key,Error
2026-02-28T21:08:43.424Z,hanging-pillar,en,audio_guide,failed,,,A dynamic import callback was invoked without --experimental-vm-modules
2026-02-28T21:08:46.596Z,hanging-pillar,en,video,failed,,,Validation failed: Video duration too short: ~1s (min: 60s)
