Timestamp,Artifact ID,Language,Content Type,Status,Duration (s),S3 Key,Error
2026-03-01T09:05:49.631Z,hanging-pillar,en,audio_guide,failed,,,A dynamic import callback was invoked without --experimental-vm-modules
